rank,gene_id,train_variance
167,ENSG00000100985.7,3.1767923060171
168,ENSG00000164756.12,3.1762633999412997
169,ENSG00000090382.7,3.1692667929828224
170,ENSG00000213088.12,3.162758603318866
171,ENSG00000121270.16,3.1417655355311016
172,ENSG00000197249.14,3.1340281967869115
173,ENSG00000206075.14,3.13020475980709
174,ENSG00000188505.5,3.123554669664776
175,ENSG00000188257.12,3.1234143938246444
176,ENSG00000125144.14,3.116274386544469
177,ENSG00000123500.10,3.0941304600288744
178,ENSG00000109436.8,3.091996113310789
179,ENSG00000144891.18,3.0763071837832854
180,ENSG00000165949.12,3.054623608655527
181,ENSG00000179862.7,3.0394488888947166
182,ENSG00000168350.8,3.0369239748114225
183,ENSG00000143320.9,3.016163233042786
184,ENSG00000095739.11,3.0158933192826245
185,ENSG00000184956.16,3.0097098654573853
186,ENSG00000137745.12,3.0088842692111717
187,ENSG00000115461.5,2.9897628441212976
188,ENSG00000081479.15,2.9847612812451363
189,ENSG00000135069.14,2.9768317461171723
190,ENSG00000105369.10,2.9610977842381705
191,ENSG00000109846.9,2.955226884530748
192,ENSG00000167676.4,2.943115386226096
193,ENSG00000272398.6,2.936415080211536
194,ENSG00000173267.14,2.916946710126853
195,ENSG00000166106.3,2.9154446886233174
196,ENSG00000152137.8,2.914692362476887
197,ENSG00000137558.9,2.9082811105089466
198,ENSG00000135373.13,2.9064455519876806
199,ENSG00000099953.10,2.9054569196299096
200,ENSG00000196542.8,2.9025125207260447
201,ENSG00000176907.5,2.8990397413363205
202,ENSG00000110195.14,2.8975289794540418
203,ENSG00000166819.12,2.895753338641819
204,ENSG00000165731.20,2.873388136335357
205,ENSG00000142973.14,2.8580902964187453
206,ENSG00000125740.14,2.8570832329250107
207,ENSG00000117115.13,2.8390072048041373
208,ENSG00000237541.4,2.832723363694357
209,ENSG00000078898.7,2.820703168703689
210,ENSG00000134824.14,2.8191619924239117
211,ENSG00000176532.4,2.8185904437436315
212,ENSG00000136883.14,2.813422131458303
213,ENSG00000170345.10,2.8105475959390516
214,ENSG00000172478.18,2.8057073455758417
215,ENSG00000162078.11,2.781001147252071
216,ENSG00000153446.16,2.7754039957832792
217,ENSG00000067715.14,2.772224073806967
218,ENSG00000197766.8,2.7595288635467745
219,ENSG00000179456.10,2.7576253987072756
220,ENSG00000074527.13,2.756073704350501
221,ENSG00000143369.15,2.7538955236593177
222,ENSG00000211452.11,2.7468909753130126
223,ENSG00000145423.5,2.7460694061780955
224,ENSG00000101441.4,2.7328903351002385
225,ENSG00000168269.10,2.7178373856628184
226,ENSG00000181092.10,2.714000611971816
227,ENSG00000081277.13,2.709373301238043
228,ENSG00000105894.12,2.7067192097908324
229,ENSG00000120875.9,2.7053923544187257
230,ENSG00000187837.4,2.705112734149125
231,ENSG00000160183.17,2.6924350023727994
232,ENSG00000152669.9,2.69198048326156
233,ENSG00000104267.10,2.688771071443469
234,ENSG00000152661.9,2.681881309163711
235,ENSG00000169035.12,2.680728514779305
236,ENSG00000106483.12,2.6800498621683375
237,ENSG00000203697.12,2.6710485266702513
238,ENSG00000180818.5,2.657464342272841
239,ENSG00000049540.18,2.656004556594707
240,ENSG00000166482.12,2.654549106135039
241,ENSG00000181218.5,2.651758718636147
242,ENSG00000134202.11,2.6466046919976614
243,ENSG00000183779.7,2.641965009923427
244,ENSG00000101098.13,2.6360097981035766
245,ENSG00000224389.9,2.632483477959367
246,ENSG00000132329.11,2.6322788748857313
247,ENSG00000130707.18,2.6232642389816014
248,ENSG00000169083.18,2.6129171598260474
249,ENSG00000275385.2,2.6062402009798245
250,ENSG00000184613.11,2.6044057600992665
251,ENSG00000133321.11,2.602506118276136
252,ENSG00000141744.4,2.601551380997652
253,ENSG00000196208.14,2.599231399470051
254,ENSG00000167757.14,2.5891465201699067
255,ENSG00000166825.15,2.5885873785146227
256,ENSG00000163064.7,2.5863604567135745
257,ENSG00000105825.14,2.582584673473045
258,ENSG00000170419.11,2.5818083087279025
259,ENSG00000123689.6,2.5813049450393133
260,ENSG00000107159.13,2.577785078982311
261,ENSG00000186868.16,2.577342961729174
262,ENSG00000164403.15,2.5721929681371645
263,ENSG00000163040.15,2.5708583708366897
264,ENSG00000197253.13,2.5695333708457944
265,ENSG00000022556.16,2.563530830523716
266,ENSG00000229314.5,2.553572906151253
267,ENSG00000185745.10,2.5496939370541045
268,ENSG00000244731.8,2.5423512407833195
269,ENSG00000126010.6,2.5417636439242495
270,ENSG00000163631.17,2.5358626892764766
271,ENSG00000167755.15,2.534546004540393
272,ENSG00000179023.8,2.534065428289967
273,ENSG00000054598.9,2.52471036534631
274,ENSG00000110169.11,2.5244889280088487
275,ENSG00000099812.9,2.513601778353849
276,ENSG00000103534.17,2.5050146242637523
277,ENSG00000144218.19,2.501297565670847
278,ENSG00000172061.9,2.4979086987817953
279,ENSG00000169248.13,2.494697819901873
280,ENSG00000170893.4,2.4928081670520483
281,ENSG00000135744.8,2.4925414320805053
